yr,stpcd,stpnm,sex,age,admigrp,n_admi
2018,Q70,Q70,f,adult,emer,733
2018,Q78PHL,Q78PHL,f,child,paeds-elec,1
2018,SD004,SD004,m,adult,emer,2
2018,17,17,m,adult,emer,1
2018,Q74,Q74,f,child,daycase,692
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,m,child,xfer,254
2018,ZB100,ZB100,m,adult,ordelec,10
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,NA,adult,ordelec,1
2018,Q8100,Q8100,m,adult,ordelec,15
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",f,child,daycase,422
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,f,adult,reg,5765
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,f,child,xfer,102
2018,YAE00,YAE00,f,adult,xfer,18
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,child,reg,136
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,m,adult,emer,46863
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,adult,daycase,55048
2018,ZB1,ZB1,m,adult,emer,27
2018,SB9,SB9,f,adult,ordelec,2
2018,Q80,Q80,f,child,daycase,90
2018,5N1,5N1,m,adult,ordelec,28
2018,SS999,SS999,f,adult,reg,4
2018,NULL,NULL,m,adult,emer,1
2018,OSV2,OSV2,m,child,paeds-emer,2
2018,0AE,0AE,m,adult,reg,3
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,m,child,daycase,2877
2018,SY900,SY900,f,adult,ordelec,1
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,f,NA,emer,1
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,m,adult,emer,77831
2018,Q58,Q58,f,adult,emer,1
2018,YAC00,YAC00,m,child,paeds-elec,3
2018,SJ9,SJ9,f,child,paeds-emer,3
2018,49998,49998,m,adult,emer,2
2018,Q7200,Q7200,f,adult,emer,571
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",f,adult,NA,6
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,NA,child,birth,1
2018,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,m,child,paeds-elec,483
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,NA,child,paeds-emer,1
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,m,adult,mat,1
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,m,adult,ordelec,15297
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,child,paeds-elec,855
2018,SR900,SR900,m,adult,emer,1
2018,Q79SD,Q79SD,m,child,daycase,153
2018,SS999,SS999,f,adult,emer,58
2018,ZC4,ZC4,m,adult,emer,14
2018,X9800,X9800,m,child,NA,1
2018,Q88SD,Q88SD,m,adult,emer,1
2018,Q72,Q72,m,adult,NA,1
2018,Q78,Q78,f,adult,xfer,1
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,f,adult,NA,344
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,f,adult,birth,11
2018,Q6400,Q6400,m,adult,ordelec,6
2018,SL999,SL999,m,adult,daycase,8
2018,Q76PHS,Q76PHS,f,adult,ordelec,15
2018,Q36,Q36,m,adult,daycase,3
2018,SY999,SY999,f,adult,daycase,11
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,adult,ordelec,27945
2018,X9800,X9800,f,adult,emer,206
2018,OSV,OSV,f,adult,mat,19
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,m,child,paeds-emer,8281
2018,SB999,SB999,f,adult,mat,1
2018,Q85,Q85,m,child,paeds-emer,3
2018,SK9,SK9,m,child,paeds-elec,1
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",f,adult,NA,28
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,NA,adult,daycase,369
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,m,child,paeds-elec,1204
2018,IOM,IOM,f,adult,emer,9
2018,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,m,child,birth,4073
2018,OVS,OVS,f,adult,emer,19
2018,UNK,UNKNOWN,m,adult,daycase,35
2018,600,600,f,adult,emer,3
2018,SH999,SH999,f,adult,emer,10
2018,ZC100,ZC100,m,adult,daycase,1
2018,SD040,SD040,m,child,paeds-elec,17
2018,SS999,SS999,m,adult,xfer,2
2018,Q50,Q50,f,child,daycase,2
2018,SK900,SK900,m,adult,ordelec,5
2018,YAD,YAD,m,adult,daycase,24
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,m,adult,daycase,63573
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",m,adult,xfer,883
2018,SW900,SW900,m,adult,xfer,1
2018,5D700,5D700,m,child,paeds-emer,4
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,NA,child,xfer,1
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,f,adult,daycase,67286
2018,ZN0,ZN0,f,adult,emer,1
2018,SA999,SA999,m,adult,daycase,1
2018,SY999,SY999,f,adult,mat,1
2018,SR999,SR999,f,adult,emer,1
2018,Q65,Q65,m,child,xfer,7
2018,SB9,SB9,m,adult,daycase,13
2018,RRP00,RRP00,f,adult,ordelec,3
2018,Q5400,Q5400,f,child,NA,1
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,NA,NA,emer,1
2018,Q7900,Q7900,m,adult,emer,124
2018,Q8300,Q8300,f,adult,daycase,458
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,adult,ordelec,6195
2018,YAE00,YAE00,f,child,birth,1
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",m,child,paeds-emer,4263
2018,5QQ00,5QQ00,m,adult,emer,1
2018,SR999,SR999,m,adult,daycase,1
2018,Q71,Q71,f,child,xfer,64
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,child,NA,1596
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,child,mat,265
2018,Q7600,Q7600,f,child,paeds-emer,18
2018,DUM001,NonSTP (England Region),f,child,paeds-elec,24644
2018,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,f,child,daycase,1063
2018,5QC00,5QC00,m,child,paeds-emer,1
2018,Q7100,Q7100,m,child,birth,1924
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,f,adult,birth,36
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,child,birth,7188
2018,Q51,Q51,f,adult,ordelec,5
2018,Q75,Q75,m,child,paeds-elec,20
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,m,adult,birth,43
2018,OSV1,OSV1,m,child,paeds-emer,2
2018,Q76,Q76,m,adult,daycase,4210
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,adult,reg,3932
2018,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,m,adult,emer,46021
2018,Q72,Q72,f,adult,ordelec,382
2018,Q5600,Q5600,m,adult,daycase,41
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,NA,adult,emer,1
2018,SY9,SY9,f,child,paeds-elec,2
2018,Q86,Q86,m,adult,xfer,3
2018,ZW000,ZW000,m,adult,ordelec,2
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,m,child,reg,530
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",f,child,mat,298
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,child,daycase,2670
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,f,NA,daycase,6
2018,Q88,Q88,f,adult,emer,254
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,f,adult,mat,10002
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,adult,reg,40062
2018,NRF02,NRF02,m,child,paeds-elec,5
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,m,adult,mat,7
2018,Q8600,Q8600,f,adult,ordelec,145
2018,Q84,Q84,NA,adult,daycase,4
2018,5LG00,5LG00,f,adult,ordelec,3
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,child,reg,6
2018,12,12,m,child,paeds-emer,2
2018,7,7,f,adult,mat,1
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,child,paeds-elec,636
2018,SY999,SY999,m,child,paeds-elec,6
2018,ERROR,ERROR,f,adult,emer,443
2018,598,598,m,child,birth,5
2018,99B,99B,f,adult,daycase,1
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,NA,child,paeds-emer,2
2018,Q81,Q81,NA,adult,daycase,2
2018,Q58,Q58,m,child,paeds-elec,3
2018,Q58,Q58,f,adult,ordelec,4
2018,Q86AF,Q86AF,f,adult,xfer,1
2018,SCO00,SCO00,f,child,paeds-emer,1
2018,OVSEA,OVSEA,f,child,xfer,4
2018,5CC,5CC,m,child,paeds-emer,1
2018,Q7500,Q7500,f,adult,emer,11
2018,ERROR,ERROR,f,adult,ordelec,275
2018,OVERSE,OVERSE,m,adult,ordelec,1
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,m,adult,ordelec,18326
2018,Q7100,Q7100,m,child,paeds-emer,1749
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,f,child,mat,238
2018,X98,X98,m,child,paeds-elec,62
2018,0AE,0AE,m,child,paeds-emer,2
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,f,child,birth,3097
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,f,adult,reg,18615
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,adult,reg,924
2018,SG999,SG999,m,child,daycase,4
2018,25,25,m,adult,emer,2
2018,Q71,Q71,NA,adult,daycase,3
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,m,child,reg,16
2018,6A8,6A8,f,adult,emer,1
2018,Q87,Q87,f,adult,ordelec,141
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,m,adult,xfer,1365
2018,W01HC,W01HC,m,adult,reg,233
2018,Q70,Q70,f,child,xfer,6
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,f,NA,emer,2
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,child,NA,1
2018,SH999,SH999,f,child,daycase,3
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,NA,child,daycase,1
2018,SN999,SN999,m,adult,xfer,2
2018,Q84,Q84,m,adult,daycase,2695
2018,OSV1,OSV1,f,adult,mat,1
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,NA,adult,ordelec,1
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,f,NA,ordelec,1
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,child,mat,121
2018,YK100,YK100,f,adult,ordelec,7
2018,5D700,5D700,m,child,birth,6
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,ordelec,16134
2018,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,m,child,daycase,3196
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,NA,birth,3
2018,Q8700,Q8700,f,adult,birth,1
2018,Q86,Q86,m,child,birth,7
2018,Q7600,Q7600,m,adult,reg,5
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,adult,emer,41031
2018,Q64,Q64,f,child,daycase,189
2018,Q65,Q65,f,child,paeds-emer,155
2018,SB900,SB900,m,child,paeds-emer,3
2018,5PK,5PK,m,adult,daycase,1
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,m,child,reg,7
2018,42,42,f,child,paeds-emer,1
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NULL,adult,ordelec,4
2018,SB900,SB900,m,adult,emer,5
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,adult,mat,43417
2018,DUM002,NonSTP (Wales Region),f,adult,reg,1507
2018,Q7900,Q7900,m,adult,ordelec,67
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,child,mat,270
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",f,adult,xfer,1059
2018,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,m,adult,NA,1
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,f,child,daycase,603
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,NA,child,birth,1
2018,RXY,RXY,f,adult,reg,1
2018,SS9,SS9,m,child,paeds-emer,11
2018,Q87,Q87,m,child,paeds-elec,14
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,m,NA,emer,7
2018,SY999,SY999,m,adult,xfer,5
2018,OSV00,OSV00,f,child,paeds-emer,15
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,child,daycase,5396
2018,Q79,Q79,f,adult,emer,219
2018,Q80,Q80,m,adult,daycase,253
2018,Q7400,Q7400,f,child,daycase,865
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,f,adult,emer,75824
2018,18,18,m,adult,emer,3
2018,500,500,m,adult,emer,1
2018,M8200,M8200,m,adult,xfer,1
2018,Q79,Q79,m,adult,reg,15
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,m,child,daycase,1813
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,m,child,paeds-emer,13705
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,m,adult,reg,247
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,m,child,paeds-emer,23717
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,adult,ordelec,12596
2018,YDD82,YDD82,m,adult,daycase,74
2018,YDD82,YDD82,m,child,paeds-emer,3
2018,Y56SD,Y56SD,m,adult,emer,1
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,f,child,mat,179
2018,Q76PHD,Q76PHD,m,child,daycase,577
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,m,child,birth,8960
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,m,adult,reg,31806
2018,Q74SD,Q74SD,f,adult,ordelec,1
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",m,adult,NA,4
2018,42,42,m,adult,emer,5
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,adult,birth,6
2018,SV999,SV999,m,adult,emer,14
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,m,adult,reg,5791
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,m,child,reg,7
2018,ZC5,ZC5,f,adult,ordelec,2
2018,SA9,SA9,m,child,paeds-elec,1
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,adult,birth,9
2018,1300,1300,f,adult,emer,3
2018,YAE,YAE,f,adult,emer,2
2018,SJ999,SJ999,m,adult,daycase,12
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,m,adult,emer,37989
2018,YK100,YK100,m,adult,daycase,12
2018,Q7900,Q7900,m,adult,reg,13
2018,NULL,NULL,m,adult,ordelec,3
2018,YDDC9,YDDC9,m,child,xfer,2
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,f,child,NA,4
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,m,adult,mat,2
2018,ZZZ,ZZZ,m,adult,emer,1
2018,ZZ999,ZZ999,m,child,paeds-emer,1
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,child,birth,5672
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,NA,adult,emer,9
2018,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,m,child,paeds-emer,4721
2018,X24,NHS_ENGLAND,m,child,xfer,50
2018,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,NA,child,daycase,1
2018,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,m,child,paeds-emer,5422
2018,RXY,RXY,m,adult,ordelec,2
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,f,child,NA,2
2018,OVE,OVE,f,adult,mat,8
2018,Q54,Q54,m,adult,daycase,1
2018,Q8700,Q8700,f,adult,xfer,12
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,f,adult,ordelec,35306
2018,Q83,Q83,f,adult,xfer,3
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,adult,mat,28588
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,NULL,adult,emer,6
2018,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,NA,child,paeds-emer,1
2018,Q86,Q86,m,child,paeds-emer,53
2018,ERROR,ERROR,m,adult,xfer,106
2018,RNJ00,RNJ00,f,child,paeds-elec,8
2018,Q8500,Q8500,m,child,daycase,873
2018,QVV,NHS DORSET INTEGRATED CARE BOARD,m,NA,emer,1
2018,9,9,f,adult,emer,2
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,NA,adult,emer,8
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,f,child,birth,6558
2018,SL9,SL9,m,adult,daycase,3
2018,SL9,SL9,m,adult,emer,34
2018,QSL,NHS SOMERSET INTEGRATED CARE BOARD,f,child,xfer,46
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,child,NA,7
2018,Q81,Q81,f,adult,ordelec,214
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,f,adult,daycase,80804
2018,X98,X98,NA,adult,emer,2
2018,1500,1500,m,child,paeds-emer,1
2018,Q86,Q86,NA,adult,daycase,8
2018,50Y00,50Y00,m,adult,daycase,2
2018,Q5600,Q5600,f,adult,ordelec,11
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",m,adult,xfer,838
2018,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",m,NA,emer,23
2018,Q75,Q75,NA,adult,daycase,1
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,NA,daycase,1
2018,5MV,5MV,m,adult,daycase,1
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,adult,xfer,1284
2018,Q81,Q81,m,child,paeds-emer,143
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,f,adult,reg,12076
2018,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,m,child,birth,14919
2018,Q72SD,Q72SD,m,adult,emer,2
2018,Q7600,Q7600,m,adult,daycase,2673
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,NA,adult,ordelec,4
2018,OSV,OSV,m,child,paeds-emer,2
2018,Q76PHS,Q76PHS,f,child,paeds-elec,1
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,adult,ordelec,8545
2018,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,m,adult,emer,56695
2018,Q70,Q70,m,NA,emer,2
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,child,NA,1
2018,Q7700,Q7700,m,child,xfer,1
2018,8,8,f,adult,xfer,2
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,m,adult,birth,1
2018,Q88,Q88,m,adult,xfer,1
2018,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",f,adult,NA,11
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,m,NA,emer,2
2018,598,598,m,child,daycase,3
2018,M8200,M8200,f,adult,emer,2
2018,RJZ,RJZ,m,adult,daycase,131
2018,DUM001,NonSTP (England Region),m,NA,daycase,1
2018,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,f,adult,reg,8063
2018,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,f,adult,birth,15
2018,Q5400,Q5400,f,child,paeds-emer,6
2018,4400,4400,m,adult,emer,4
2018,ZC200,ZC200,m,adult,emer,3
2018,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,NA,adult,daycase,7
2018,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,m,child,paeds-elec,894
2018,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,f,child,paeds-elec,350
2018,0DF,0DF,m,adult,daycase,34
2018,Q6800,Q6800,f,child,paeds-elec,1
2018,ZC3,ZC3,m,child,daycase,1
2018,X98,X98,m,adult,ordelec,231
2018,ZC400,ZC400,f,adult,emer,4
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",m,child,daycase,771
2018,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,NULL,NA,emer,1
2018,ZC5,ZC5,f,child,paeds-elec,1
2018,SV999,SV999,f,adult,ordelec,3
2018,Q76,Q76,m,adult,xfer,13
2018,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",m,adult,xfer,942
2018,ST9,ST9,f,adult,daycase,2
2018,Q78PHL,Q78PHL,f,adult,daycase,24
2018,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,f,child,daycase,3659
2018,YAE,YAE,f,child,paeds-elec,5
2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,f,adult,mat,25497
2018,15Y,15Y,f,adult,daycase,1
2018,5N1,5N1,f,adult,ordelec,57
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,NA,child,paeds-emer,3
2018,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,f,child,xfer,110
2018,EXT,EXT,f,adult,daycase,7
2018,TAC,TAC,m,adult,emer,3
2018,QJK,NHS DEVON INTEGRATED CARE BOARD,f,adult,birth,3
2018,ST900,ST900,f,child,paeds-elec,2
2018,SY9,SY9,m,adult,ordelec,25
2018,SCO,SCO,m,adult,daycase,1
2018,Q7000,Q7000,f,child,paeds-emer,18
2018,Q76PHS,Q76PHS,m,adult,emer,38
2018,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,m,child,mat,137
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",NA,adult,daycase,1
2018,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,f,NA,emer,3
2018,SF9,SF9,m,adult,daycase,2
2018,RRP00,RRP00,f,adult,emer,1
2018,SA999,SA999,m,child,paeds-emer,2
2018,5CC,5CC,m,adult,NA,1
2018,SL999,SL999,f,adult,daycase,1
2018,SF999,SF999,m,adult,emer,32
2018,X98,X98,f,adult,mat,164
2018,SK9,SK9,f,adult,ordelec,1
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,adult,emer,52740
2018,Q8400,Q8400,f,adult,emer,13
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,m,child,NA,10
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",f,adult,reg,668
2018,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,m,child,daycase,2023
2018,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,f,child,daycase,593
2018,Q8000,Q8000,m,child,daycase,670
2018,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",m,adult,ordelec,3634
2018,RA2,RA2,f,adult,daycase,166
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",m,child,paeds-elec,476
2018,X98,X98,f,child,paeds-elec,59
2018,6A6,6A6,m,adult,daycase,1
2018,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,f,child,reg,1
2018,5D700,5D700,f,child,xfer,2
2018,Q72,Q72,m,adult,ordelec,403
2018,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,f,adult,ordelec,11684
2018,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,f,child,mat,245
2018,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,f,child,NA,18
2018,ST9,ST9,f,adult,mat,1
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,m,NA,emer,4
2018,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",m,adult,daycase,44866
2018,Q5600,Q5600,m,adult,emer,10
2018,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,f,adult,daycase,64425
2018,ZC5,ZC5,m,adult,ordelec,1
2018,SG9,SG9,m,child,birth,1
2018,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,f,child,birth,13961
2018,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,m,adult,emer,47794
2018,X24,NHS_ENGLAND,f,child,paeds-elec,1109
2018,IOM,IOM,f,adult,daycase,8
2018,Q82,Q82,m,adult,ordelec,118
2018,Q76,Q76,f,child,mat,1
2018,QNX,NHS SUSSEX INTEGRATED CARE BOARD,m,child,xfer,133
2018,SG9,SG9,m,adult,ordelec,14
2018,4300,4300,m,adult,emer,8
2018,Q79,Q79,m,child,paeds-elec,20
2018,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,m,adult,reg,35865
2018,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",f,child,mat,249
